Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
Du¿a kawalerka na bliskiej woli, metro Daszyñskiego;2 200 z³;https://olx.pl/d/oferta/duza-kawalerka-na-bliskiej-woli-metro-daszynskiego-CID3-IDYq0Cn.html;2;Kawalerka;Blok;36 m?;Tak;Prywatne;550 z³
Wynajmê mieszkanie;3 300 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-CID3-IDYq4LY.html;3;2 pokoje;Apartamentowiec;30 m?;Tak;Prywatne;700 z³
2 pokojowe, ul. Œwiatowida, 15 min. do Metra, tramwaj;2 300 z³;https://olx.pl/d/oferta/2-pokojowe-ul-swiatowida-15-min-do-metra-tramwaj-CID3-IDYq07a.html;9;2 pokoje;Blok;44,20 m?;Nie;Prywatne;800 z³
Wynajmê mieszkanie w Warszawie;1 500 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-w-warszawie-CID3-IDYqbbx.html;1;2 pokoje;Blok;46 m?;Tak;Prywatne;1 200 z³
Mieszkanie 2 pok. ¯oliborz Artystyczny;3 450 z³;https://olx.pl/d/oferta/mieszkanie-2-pok-zoliborz-artystyczny-CID3-IDYpZVK.html;2;2 pokoje;Apartamentowiec;39 m?;Tak;Prywatne;650 z³
Mieszkanie 2-pokojowe - ul. Pustola;2 900 z³;https://olx.pl/d/oferta/mieszkanie-2-pokojowe-ul-pustola-CID3-IDYqaKu.html;Parter;2 pokoje;Blok;38 m?;Tak;Prywatne;600 z³
3 pokoje do wynajêcia 54 m2, ul. Krêpowieckiego 10, Wola;3 400 z³;https://olx.pl/d/oferta/3-pokoje-do-wynajecia-54-m2-ul-krepowieckiego-10-wola-CID3-IDIqiWE.html;3;3 pokoje;Blok;54 m?;Tak;Prywatne;900 z³
Wynajmê 1 pokojowe mieszkanie po remoncie;2 500 z³;https://olx.pl/d/oferta/wynajme-1-pokojowe-mieszkanie-po-remoncie-CID3-IDYk6GN.html;2;Kawalerka;Blok;22 m?;Tak;Prywatne;450 z³
Mieszkanie na Ursynowie;2 800 z³;https://www.otodom.pl/pl/oferta/mieszkanie-na-ursynowie-ID4owMq.html;parter/2;2;blok;49 m?;;prywatny;780 z³/miesi¹c
Mieszkanie 2 pokoje z aneksem;3 500 z³;https://olx.pl/d/oferta/mieszkanie-2-pokoje-z-aneksem-CID3-IDYq0hh.html;1;2 pokoje;Blok;32 m?;Tak;Prywatne;1 z³
2 pokoje + schowek / 15 piêtro / RONDO ONZ;3 500 z³;https://olx.pl/d/oferta/2-pokoje-schowek-15-pietro-rondo-onz-CID3-IDYjmxJ.html;Powy¿ej 10;2 pokoje;Blok;30 m?;Tak;Prywatne;1 z³
Wynajmê bezpoœrednio nowe mieszkanie 2 pokojowe;3 800 z³;https://olx.pl/d/oferta/wynajme-bezposrednio-nowe-mieszkanie-2-pokojowe-CID3-IDYq8rf.html;7;2 pokoje;Blok;40 m?;Tak;Prywatne;600 z³
Kawalerka na Woli, 33 m2 ul. Tyszkiewicza;3 200 z³;https://olx.pl/d/oferta/kawalerka-na-woli-33-m2-ul-tyszkiewicza-CID3-IDYq21C.html;Parter;Kawalerka;Kamienica;33 m?;Tak;Prywatne;3 200 z³
Mieszkanie Al. Stanów Zjednoczonych dostêpne od lutego;2 900 z³;https://olx.pl/d/oferta/mieszkanie-al-stanow-zjednoczonych-dostepne-od-lutego-CID3-IDYq8Tz.html;10;Kawalerka;Apartamentowiec;35 m?;Tak;Prywatne;600 z³
Mieszkanie 40 m, Warszawa Wola metro Ksiêcia Janusza;2 500 z³;https://olx.pl/d/oferta/mieszkanie-40-m-warszawa-wola-metro-ksiecia-janusza-CID3-IDYq7oY.html;4;2 pokoje;Blok;40 m?;Tak;Prywatne;722 z³
Wynajmê Mieszkanie Warszawa Wola;2 800 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-warszawa-wola-CID3-IDYq7oE.html;6;2 pokoje;Apartamentowiec;37 m?;Tak;Prywatne;700 z³
Mieszkanie M3 na bliskiej Woli;4 000 z³;https://olx.pl/d/oferta/mieszkanie-m3-na-bliskiej-woli-CID3-IDYpYwc.html;1;2 pokoje;Blok;44 m?;Tak;Prywatne;1 z³
Mieszkanie 2 - pok / Mokotów - S³u¿ewiec ul. Cybernetyki;3 500 z³;https://olx.pl/d/oferta/mieszkanie-2-pok-mokotow-sluzewiec-ul-cybernetyki-CID3-IDYpVMO.html;6;2 pokoje;Blok;37,26 m?;Tak;Prywatne;540 z³
Mieszkanie, Dzielnica Wola, Metro P³ocka;2 200 z³;https://olx.pl/d/oferta/mieszkanie-dzielnica-wola-metro-plocka-CID3-IDYq5Fm.html;3;Kawalerka;Blok;18 m?;Tak;Firmowe;300 z³
Mieszkanie 31m2 w okolicach Ronda Wiatraczna;2 200 z³;https://olx.pl/d/oferta/mieszkanie-31m2-w-okolicach-ronda-wiatraczna-CID3-IDYnYjA.html;4;Kawalerka;Kamienica;31 m?;Tak;Prywatne;500 z³
2 pok. na Bemowie przy Ratuszu;2 800 z³;https://www.otodom.pl/pl/oferta/2-pok-na-bemowie-przy-ratuszu-ID4o6YS.html;2/4;2;blok;40,2 m?;;biuro nieruchomoœci;
2 pokojowe mieszkanie przy lesie niedaleko centrum;3 000 z³;https://olx.pl/d/oferta/2-pokojowe-mieszkanie-przy-lesie-niedaleko-centrum-CID3-IDXpmIS.html;9;2 pokoje;Blok;46 m?;Tak;Prywatne;550 z³
Wynajmê 2 pokoje z kuchni¹ na ¯oliborzu;2 500 z³;https://olx.pl/d/oferta/wynajme-2-pokoje-z-kuchnia-na-zoliborzu-CID3-IDYpD7V.html;2;2 pokoje;Kamienica;35,80 m?;Tak;Prywatne;730 z³
Wola, Mieszkanie 2-pokojowe z miejscem parkingowym;3 200 z³;https://olx.pl/d/oferta/wola-mieszkanie-2-pokojowe-z-miejscem-parkingowym-CID3-IDYq5gh.html;5;2 pokoje;Blok;39 m?;Tak;Prywatne;700 z³
Wynajmê  mieszkanie Warszawa Wola;2 800 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-warszawa-wola-CID3-IDPuq71.html;7;2 pokoje;Apartamentowiec;37 m?;Tak;Prywatne;700 z³
Wynajmê mieszkanie 37 na Bielanach;2 300 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-37-na-bielanach-CID3-IDYpZQc.html;1;2 pokoje;Blok;37 m?;Tak;Prywatne;700 z³
Wynajmê mieszkanie dwupokojowe Wawer Miêdzylesie;2 400 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-dwupokojowe-wawer-miedzylesie-CID3-IDYpV49.html;1;2 pokoje;Kamienica;48 m?;Tak;Prywatne;1 z³
Looking for a new roommate/Szukam nowego wspó³lokatora;2 250 z³;https://olx.pl/d/oferta/looking-for-a-new-roommate-szukam-nowego-wspollokatora-CID3-IDYpByQ.html;;4 i wiêcej;Blok;52 m?;Tak;Prywatne;300 z³
Mam do wynajêcia kawalerka 31m2 na dolnym mokotowie (Stegny);2 900 z³;https://olx.pl/d/oferta/mam-do-wynajecia-kawalerka-31m2-na-dolnym-mokotowie-stegny-CID3-IDYq1RY.html;8;Kawalerka;Blok;31 m?;Tak;Prywatne;540 z³
Wynajmê mieszkanie Warszawa Wiktoryn Al. Jerozolimskie;3 567 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-warszawa-wiktoryn-al-jerozolimskie-CID3-IDYq0NS.html;1;2 pokoje;Apartamentowiec;36 m?;Tak;Prywatne;650 z³
Warszawa Bródno - mieszkanie trzypokojowe na wynajem;3 000 z³;https://olx.pl/d/oferta/warszawa-brodno-mieszkanie-trzypokojowe-na-wynajem-CID3-IDYq0H3.html;3;3 pokoje;Blok;53,50 m?;Tak;Prywatne;1 200 z³
Mieszanie Praga po³udnie | Blisko Stadionu Narodowego;4 689 z³;https://olx.pl/d/oferta/mieszanie-praga-poludnie-blisko-stadionu-narodowego-CID3-IDYq1w5.html;3;2 pokoje;Apartamentowiec;47 m?;Tak;Prywatne;600 z³
Kawalerka na S³odowcu 28m2 50m do Metra S³odowiec;2 700 z³;https://olx.pl/d/oferta/kawalerka-na-slodowcu-28m2-50m-do-metra-slodowiec-CID3-IDYqbCh.html;1;Kawalerka;Blok;28 m?;Tak;Prywatne;1 z³
Funkcjonalny apartament 2 pokoje na Bemowie;2 900 z³;https://olx.pl/d/oferta/funkcjonalny-apartament-2-pokoje-na-bemowie-CID3-IDVbbmJ.html;2;2 pokoje;Apartamentowiec;35 m?;Tak;Prywatne;724 z³
Mieszkanie na wynajem 45 m2 ¯oliborz Artystyczny;4 500 z³;https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-45-m2-zoliborz-artystyczny-ID4oifj.html;parter;2;blok;45 m?;;prywatny;590 z³/miesi¹c
Nowa kawalerka 28 m2 na Ursynowie;2 600 z³;https://olx.pl/d/oferta/nowa-kawalerka-28-m2-na-ursynowie-CID3-IDYpZce.html;1;Kawalerka;Blok;27,50 m?;Tak;Prywatne;550 z³
2-pok 42m2 Targówek os. Bródno, meble, pokoje oddzielne;2 500 z³;https://olx.pl/d/oferta/2-pok-42m2-targowek-os-brodno-meble-pokoje-oddzielne-CID3-IDWGPi9.html;2;2 pokoje;Blok;42 m?;Tak;Firmowe;800 z³
Mieszkanie 2-pokojowe, 50m2, Warszawa, Ursus.;4 000 z³;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-50m2-warszawa-ursus-ID4oPp8.html;3/7;2;blok;50 m?;;prywatny;500 z³/miesi¹c
Warszawa Pozytywny Mokotów Konstruktorska wynajmê studio ok. 23 m2;2 300 z³;https://olx.pl/d/oferta/warszawa-pozytywny-mokotow-konstruktorska-wynajme-studio-ok-23-m2-CID3-IDXxpJp.html;5;Kawalerka;Apartamentowiec;23 m?;Tak;Prywatne;500 z³
Modern - Balcony - 500 m2 common space;4 600 z³;https://www.otodom.pl/pl/oferta/modern-balcony-500-m2-common-space-ID4oDgc.html;2/11;3;apartamentowiec;51 m?;;prywatny;
Mieszkanie na 10 piêtrrze ?? Z piêknym widokiem ??;3 200 z³;https://www.otodom.pl/pl/oferta/mieszkanie-na-10-pietrrze-z-pieknym-widokiem-ID4oPKN.html;10/12;3;blok;64 m?;;biuro nieruchomoœci;800 z³/miesi¹c
Klimatyczny apartament z kominkiem;6 500 z³;https://olx.pl/d/oferta/klimatyczny-apartament-z-kominkiem-CID3-IDXnIot.html;3;4 i wiêcej;Kamienica;120 m?;Tak;Prywatne;900 z³
NOWY apartament z sypialni¹ balkonem W³ochy Ochota;3 800 z³;https://www.otodom.pl/pl/oferta/nowy-apartament-z-sypialnia-balkonem-wlochy-ochota-ID4oPKL.html;2/7;2;apartamentowiec;40 m?;;prywatny;680 z³/miesi¹c
Mieszkanie 3-pok z miejscem postojowym Wola|M³ynów;5 500 z³;https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-z-miejscem-postojowym-wola-mlynow-ID4oPK3.html;5/6;3;;74 m?;;prywatny;900 z³/miesi¹c
Nowe 2-pokojowe 55 m2, bezpoœrednio, klimatyzacja;4 600 z³;https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-55-m2-bezposrednio-klimatyzacja-ID4oPKi.html;2/3;2;apartamentowiec;55 m?;;prywatny;1 060 z³/miesi¹c
wynajem mieszkania;5 000 z³;https://olx.pl/d/oferta/wynajem-mieszkania-CID3-IDYgOKi.html;4;Kawalerka;Apartamentowiec;36 m?;Tak;Prywatne;500 z³
Wynajmê mieszkanie 43 m na Saskiej Kêpie;2 800 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-43-m-na-saskiej-kepie-CID3-IDVVjIO.html;3;2 pokoje;Blok;43 m?;Tak;Prywatne;840 z³
Mieszkanie/Kawalerka do wynajêcia przy Bitwy Warszawskiej;1 999 z³;https://olx.pl/d/oferta/mieszkanie-kawalerka-do-wynajecia-przy-bitwy-warszawskiej-CID3-IDYmvkN.html;8;Kawalerka;Blok;15 m?;Tak;Prywatne;500 z³
Bezpoœrednio: Urokliwe Mieszkanie na Starym ¯oliborzu;4 000 z³;https://olx.pl/d/oferta/bezposrednio-urokliwe-mieszkanie-na-starym-zoliborzu-CID3-IDXLYSn.html;1;2 pokoje;Kamienica;65 m?;Tak;Prywatne;400 z³
Mieszkanie studio - Warszawa Ursus Skorosze;2 500 z³;https://olx.pl/d/oferta/mieszkanie-studio-warszawa-ursus-skorosze-CID3-IDSiYUm.html;;Kawalerka;Apartamentowiec;32 m?;Tak;Firmowe;400 z³
"Nowe 2-pokojowe mieszkanie 40m2,£opuszañska; gara¿, komórka lokatorska";3 400 z³;https://olx.pl/d/oferta/nowe-2-pokojowe-mieszkanie-40m2-lopuszanska-garaz-komorka-lokatorska-CID3-IDYdxk8.html;2;2 pokoje;Apartamentowiec;40 m?;Tak;Prywatne;800 z³
Dwa w pe³ni osobne pokoje na Pradze-Pó³noc;2 520 z³;https://www.otodom.pl/pl/oferta/dwa-w-pelni-osobne-pokoje-na-pradze-polnoc-ID4oPJM.html;3/10;2;blok;37 m?;;biuro nieruchomoœci;580 z³/miesi¹c
Ciche mieszkanie 2 pokoje z miejscem postojowym;3 400 z³;https://olx.pl/d/oferta/ciche-mieszkanie-2-pokoje-z-miejscem-postojowym-CID3-IDXudZ9.html;2;2 pokoje;Blok;54 m?;Tak;Prywatne;750 z³
Dwupokojowy apartament obok £azienek Królewskich;3 700 z³;https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-obok-lazienek-krolewskich-ID4oPJw.html;1/4;2;kamienica;51 m?;;biuro nieruchomoœci;1 z³/miesi¹c
40 m2 + gara¿ obok CH Promenada;3 950 z³;https://olx.pl/d/oferta/40-m2-garaz-obok-ch-promenada-CID3-IDYkBKK.html;2;2 pokoje;Apartamentowiec;40 m?;Tak;Prywatne;200 z³
Super studio w nowym apartamentowcu;2 700 z³;https://olx.pl/d/oferta/super-studio-w-nowym-apartamentowcu-CID3-IDTUs67.html;1;Kawalerka;Apartamentowiec;31 m?;Tak;Prywatne;500 z³
Mieszkanie 2 pokojowe, parter, miejsce gara¿owe, Targówek;3 200 z³;https://olx.pl/d/oferta/mieszkanie-2-pokojowe-parter-miejsce-garazowe-targowek-CID3-IDYo55f.html;Parter;2 pokoje;Blok;40 m?;Tak;Prywatne;720 z³
Wynajmê 55 m2, 2 pokoje z ogródkiem 200 m2 na Woli, Górczewska Park;3 800 z³;https://olx.pl/d/oferta/wynajme-55-m2-2-pokoje-z-ogrodkiem-200-m2-na-woli-gorczewska-park-CID3-IDYkAa2.html;Parter;2 pokoje;Apartamentowiec;55 m?;Tak;Prywatne;800 z³
Bezpoœrednio 2 pok. 43 m2 ul. Kameralna 150 m od stacji metra;3 100 z³;https://olx.pl/d/oferta/bezposrednio-2-pok-43-m2-ul-kameralna-150-m-od-stacji-metra-CID3-IDYdFDs.html;6;2 pokoje;Blok;43 m?;Tak;Prywatne;700 z³
kawalerka Goc³aw, 36,7 m;2 600 z³;https://olx.pl/d/oferta/kawalerka-goclaw-36-7-m-CID3-IDYmlPx.html;5;Kawalerka;Blok;36,70 m?;Tak;Prywatne;420 z³
S³u¿ewiec - Domaniewska - nowe studio w centrum biurowym;2 600 z³;https://olx.pl/d/oferta/sluzewiec-domaniewska-nowe-studio-w-centrum-biurowym-CID3-IDXZJpH.html;4;Kawalerka;Apartamentowiec;27 m?;Tak;Firmowe;600 z³
2 pokoje do wynajêcia na Bemowie;3 600 z³;https://olx.pl/d/oferta/2-pokoje-do-wynajecia-na-bemowie-CID3-IDWqW0j.html;5;2 pokoje;Blok;53 m?;Tak;Prywatne;1 z³
Kawalerka studio blisko PKP Piastow Ursus;2 500 z³;https://olx.pl/d/oferta/kawalerka-studio-blisko-pkp-piastow-ursus-CID3-IDWJHRD.html;Parter;Kawalerka;Kamienica;25 m?;Tak;Prywatne;350 z³
2 pokoje, balkon, gara¿, Metro Kabaty, odnowione;2 900 z³;https://www.otodom.pl/pl/oferta/2-pokoje-balkon-garaz-metro-kabaty-odnowione-ID4oPIu.html;2/5;2;blok;47 m?;;prywatny;900 z³/miesi¹c
rezerwacjaMetro M³ociny/50 m2/Sokratesa /2 pokoje/balkon/parking/cicho;3 500 z³;https://olx.pl/d/oferta/rezerwacjametro-mlociny-50-m2-sokratesa-2-pokoje-balkon-parking-cicho-CID3-IDILg8f.html;4;2 pokoje;Blok;50 m?;Tak;Prywatne;690 z³
Wynajmê mieszkanie 33,6 m;2 500 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-33-6-m-CID3-IDYo4lY.html;2;Kawalerka;Kamienica;33,60 m?;Tak;Prywatne;700 z³
Mieszkanie do wynajêcia;1 800 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-CID3-IDPUbSI.html;;Kawalerka;Dom wolnostoj¹cy;28 m?;Tak;Prywatne;10 z³
Piêkne mieszkanie 60m2 (2 pokoje i garderoba), ogród,od zaraz, RU, ENG;3 000 z³;https://olx.pl/d/oferta/piekne-mieszkanie-60m2-2-pokoje-i-garderoba-ogrod-od-zaraz-ru-eng-CID3-IDYc3UI.html;Parter;2 pokoje;Szeregowiec;60 m?;Tak;Prywatne;800 z³
2-pokojowy apartament tu¿ obok C.H Fortu Wola;3 600 z³;https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-tuz-obok-c-h-fortu-wola-ID4oPI2.html;1/7;2;apartamentowiec;50 m?;;biuro nieruchomoœci;750 z³/miesi¹c
Bezpoœrednio wynajmê 2 pokojowe na ul. Orzyckiej;2 850 z³;https://olx.pl/d/oferta/bezposrednio-wynajme-2-pokojowe-na-ul-orzyckiej-CID3-IDYcc8H.html;4;2 pokoje;Blok;41 m?;Tak;Prywatne;650 z³
Apartament Artystyczny ¯oliborz - 2 pokoje po remoncie.;4 000 z³;https://olx.pl/d/oferta/apartament-artystyczny-zoliborz-2-pokoje-po-remoncie-CID3-IDPmeYn.html;2;2 pokoje;Apartamentowiec;45 m?;Tak;Prywatne;700 z³
Mieszkanie na Woli 38m2 z miejscem postojowym w gara¿u;3 100 z³;https://olx.pl/d/oferta/mieszkanie-na-woli-38m2-z-miejscem-postojowym-w-garazu-CID3-IDH0d2v.html;8;2 pokoje;Blok;38 m?;Tak;Prywatne;500 z³
Penthouse na Woli bezpoœrednio, czynsz w cenie;8 500 z³;https://olx.pl/d/oferta/penthouse-na-woli-bezposrednio-czynsz-w-cenie-CID3-IDY65kv.html;6;3 pokoje;Apartamentowiec;98 m?;Tak;Prywatne;1 z³
3 pokoje do wynajêcia 54 m2, ul. Krêpowieckiego 10, Wola;3 400 z³;https://olx.pl/d/oferta/3-pokoje-do-wynajecia-54-m2-ul-krepowieckiego-10-wola-CID3-IDIqiWE.html;3;3 pokoje;Blok;54 m?;Tak;Prywatne;900 z³
Kawalerka na Pradze P³d. - Trasa Siekierkowska, Ostrobramska, Goc³awek;2 300 z³;https://olx.pl/d/oferta/kawalerka-na-pradze-pld-trasa-siekierkowska-ostrobramska-goclawek-CID3-IDSJy2i.html;2;Kawalerka;Blok;37 m?;Tak;Prywatne;480 z³
Mieszkanie do wynajêcia Dolny Mokotów 42m2;3 200 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-dolny-mokotow-42m2-CID3-IDYmoz9.html;8;2 pokoje;Blok;42 m?;Tak;Prywatne;650 z³
Piêkne mieszkanie obok £azienek 87 m2 parking;7 500 z³;https://www.otodom.pl/pl/oferta/piekne-mieszkanie-obok-lazienek-87-m2-parking-ID4oPHF.html;2/7;3;apartamentowiec;87 m?;;prywatny;1 500 z³/miesi¹c
3-pok PO GENERALNYM REMONCIE * Blisko stacji metra;4 500 z³;https://www.otodom.pl/pl/oferta/3-pok-po-generalnym-remoncie-blisko-stacji-metra-ID4oPHA.html;parter/10;3;blok;51 m?;;biuro nieruchomoœci;1 z³/miesi¹c
Mieszkanie 3 pokojowe na Pradze Po³udnie na 6 msc;4 700 z³;https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-pradze-poludnie-na-6-msc-ID4oPHb.html;7/12;3;blok;60 m?;;prywatny;
Do wynajêcia mieszkanie 2-pokojowe Warszawa Mehoffera Bia³o³êka;2 800 z³;https://olx.pl/d/oferta/do-wynajecia-mieszkanie-2-pokojowe-warszawa-mehoffera-bialoleka-CID3-IDLw1Xr.html;3;2 pokoje;Blok;50 m?;Tak;Prywatne;684 z³
Nowe mieszkanie 53m2 z miejscem gara¿owym ul. Na³êczowska;3 700 z³;https://olx.pl/d/oferta/nowe-mieszkanie-53m2-z-miejscem-garazowym-ul-naleczowska-CID3-IDYc1Xn.html;1;2 pokoje;Apartamentowiec;53 m?;Tak;Prywatne;770 z³
Wynajmê nowe 2 pokojowe mieszkanie ok. 40 metrów;2 500 z³;https://www.otodom.pl/pl/oferta/wynajme-nowe-2-pokojowe-mieszkanie-ok-40-metrow-ID4oPGr.html;1/2;2;blok;40 m?;;prywatny;600 z³/miesi¹c
Wynajmê mieszkanie dwupokojowe w kamienicy;3 000 z³;https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-dwupokojowe-w-kamienicy-ID4oPG8.html;1/8;2;kamienica;40 m?;;prywatny;600 z³/miesi¹c
BEZPOŒREDNIO! Mieszkanie 3 pokojowe z gara¿em Omulewska 26b;4 000 z³;https://olx.pl/d/oferta/bezposrednio-mieszkanie-3-pokojowe-z-garazem-omulewska-26b-CID3-IDNcHTE.html;7;3 pokoje;Blok;50 m?;Tak;Prywatne;680 z³
Do wynajêcia 2 pokojwe mieszkanie przy metrze S³odowiec;1 000 z³;https://olx.pl/d/oferta/do-wynajecia-2-pokojwe-mieszkanie-przy-metrze-slodowiec-CID3-IDYnJem.html;7;2 pokoje;Blok;46 m?;Tak;Prywatne;700 z³
Wynajem mieszkania, Praga Po³udnie;3 990 z³;https://olx.pl/d/oferta/wynajem-mieszkania-praga-poludnie-CID3-IDUuTAB.html;3;2 pokoje;Blok;48 m?;Tak;Prywatne;1 z³
BEZPOŒREDNIO kawalerka 27m2 po remoncie, nowa klima, METRO WAWRZYSZEW;2 300 z³;https://olx.pl/d/oferta/bezposrednio-kawalerka-27m2-po-remoncie-nowa-klima-metro-wawrzyszew-CID3-IDYlnpo.html;Poddasze;Kawalerka;Blok;27 m?;Tak;Prywatne;500 z³
Wynajmê kawalerkê przy Fortach Bema;2 200 z³;https://olx.pl/d/oferta/wynajme-kawalerke-przy-fortach-bema-CID3-IDXJO9J.html;Parter;Kawalerka;Blok;27 m?;Tak;Prywatne;460 z³
Mieszkanie Centrum Warszawy;4 900 z³;https://olx.pl/d/oferta/mieszkanie-centrum-warszawy-CID3-IDYn9ah.html;8;3 pokoje;Blok;48 m?;Tak;Prywatne;750 z³
Nowoczesne mieszkanie 38 m2, ul. Przy Forcie 12B, osiedle Eolian Park;3 400 z³;https://olx.pl/d/oferta/nowoczesne-mieszkanie-38-m2-ul-przy-forcie-12b-osiedle-eolian-park-CID3-IDYn9ee.html;5;Kawalerka;Apartamentowiec;38 m?;Tak;Prywatne;550 z³
Funkcjonalna kawalerka | Ochota | apatamentowiec;2 750 z³;https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-ochota-apatamentowiec-ID4owZs.html;1/4;1;apartamentowiec;39 m?;;biuro nieruchomoœci;745 z³/miesi¹c
kawalerka 35m Natolin blisko stacji metra;2 600 z³;https://olx.pl/d/oferta/kawalerka-35m-natolin-blisko-stacji-metra-CID3-IDYmmmT.html;4;Kawalerka;Apartamentowiec;35 m?;Tak;Prywatne;500 z³
Bezpoœrednio Ursynów Belgradzka| KEN metro Natoln;3 300 z³;https://www.otodom.pl/pl/oferta/bezposrednio-ursynow-belgradzka-ken-metro-natoln-ID4od3m.html;1/9;2;blok;37 m?;;prywatny;600 z³/miesi¹c
Bezpoœrednio- wynajmê mieszkanie dwupokojowe 43m2;3 800 z³;https://www.otodom.pl/pl/oferta/bezposrednio-wynajme-mieszkanie-dwupokojowe-43m2-ID4oPEa.html;5/5;2;blok;43 m?;;prywatny;640 z³/miesi¹c
Klimatyczna kawalerka ko³o zieleni na Sadybie;2 500 z³;https://olx.pl/d/oferta/klimatyczna-kawalerka-kolo-zieleni-na-sadybie-CID3-IDQmNxc.html;9;Kawalerka;Blok;25 m?;Tak;Prywatne;500 z³
Wynajem mieszkania Wilanów;3 500 z³;https://olx.pl/d/oferta/wynajem-mieszkania-wilanow-CID3-IDV7IZi.html;2;2 pokoje;Apartamentowiec;42 m?;Tak;Prywatne;770 z³
Serce Warszawy - wysoki standard;3 900 z³;https://olx.pl/d/oferta/serce-warszawy-wysoki-standard-CID3-IDHVnTF.html;10;2 pokoje;Blok;35 m?;Tak;Prywatne;550 z³
Przytulne mieszkanie, 2 pok. ulica ¯elazna,Centrum - do wynajêcia;2 980 z³;https://olx.pl/d/oferta/przytulne-mieszkanie-2-pok-ulica-zelazna-centrum-do-wynajecia-CID3-IDYkirs.html;Powy¿ej 10;2 pokoje;Blok;40 m?;Tak;Prywatne;1 120 z³
Studio do wynajecia;2 700 z³;https://olx.pl/d/oferta/studio-do-wynajecia-CID3-IDY6DVY.html;7;Kawalerka;Blok;20 m?;Tak;Prywatne;2 700 z³
Mieszkanie Rakowiec 2 Pokoje / Ochota Mo³dawska;2 600 z³;https://olx.pl/d/oferta/mieszkanie-rakowiec-2-pokoje-ochota-moldawska-CID3-IDXKEzM.html;9;2 pokoje;Blok;43 m?;Tak;Prywatne;600 z³
Komfortowe studio, Kawalerka Dzielnica Ochota;2 400 z³;https://www.otodom.pl/pl/oferta/komfortowe-studio-kawalerka-dzielnica-ochota-ID4oPEr.html;3/5;1;blok;18 m?;;biuro nieruchomoœci;400 z³/miesi¹c
Przytulne mieszkanie dla pary na Jana Kazimierza;3 950 z³;https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-dla-pary-na-jana-kazimierza-ID45Lo7.html;6/6;2;blok;57 m?;;prywatny;750 z³/miesi¹c
Mieszkanie na wynajem.;5 000 z³;https://olx.pl/d/oferta/mieszkanie-na-wynajem-CID3-IDWYSo7.html;1;3 pokoje;Blok;56 m?;Tak;Prywatne;500 z³
Mieszkanie 74m2 (9 piêtro) przy rondzie Daszyñskiego BEZPOŒREDNIO;7 300 z³;https://olx.pl/d/oferta/mieszkanie-74m2-9-pietro-przy-rondzie-daszynskiego-bezposrednio-CID3-IDXxfUL.html;9;3 pokoje;Apartamentowiec;74 m?;Tak;Prywatne;1 z³
2 oddzielne pokoje, 46 m na Woli - bezpoœrednio od 01.02.2024;3 500 z³;https://olx.pl/d/oferta/2-oddzielne-pokoje-46-m-na-woli-bezposrednio-od-01-02-2024-CID3-IDHUAgt.html;4;2 pokoje;Apartamentowiec;46 m?;Nie;Prywatne;1 z³
Do wynajêcia przestronne 3 pokojowe mieszkanie na Dolnym Mokotowie;3 900 z³;https://olx.pl/d/oferta/do-wynajecia-przestronne-3-pokojowe-mieszkanie-na-dolnym-mokotowie-CID3-IDXVE6s.html;8;3 pokoje;Blok;58,50 m?;Tak;Firmowe;930 z³
Przytulne, stylowe i w pe³ni wyposa¿one mieszkanie;3 500 z³;https://www.otodom.pl/pl/oferta/przytulne-stylowe-i-w-pelni-wyposazone-mieszkanie-ID41F1o.html;2;2;apartamentowiec;48 m?;;prywatny;900 z³/miesi¹c
Stegny Mieszkanie 2 pokojowe do wynajêcia;2 800 z³;https://www.otodom.pl/pl/oferta/stegny-mieszkanie-2-pokojowe-do-wynajecia-ID46z2v.html;4/4;2;blok;42,5 m?;;prywatny;770 z³/miesi¹c
Mieszkanie kawalerka 27 m2;2 000 z³;https://olx.pl/d/oferta/mieszkanie-kawalerka-27-m2-CID3-IDR1TO2.html;1;Kawalerka;Blok;27 m?;Tak;Prywatne;550 z³
